0	110	28
0	111	28
0	112	28
0	113	29
0	114	29
0	115	29
0	116	29
0	117	29
1	118	29
1	119	29
2	120	28
2	121	28
3	122	28
4	122	28
5	123	28
6	123	28
7	123	28
8	123	28
9	124	28
10	125	28
11	125	28
12	124	27

11	124	26
10	123	25
9	122	25
8	121	25
8	121	25
7	120	25
6	119	25
5	118	24

13	125	28
14	125	28
15	125	28
16	125	28
17	125	28
18	124	27
19	124	27
20	123	27
21	123	27
22	122	27
23	122	27
24	121	27
25	120	27
26	119	27
27	118	27
28	117	28
29	116	28
30	115	28
31	115	28
32	114	28
33	114	28
34	113	28
35	113	28
36	113	28
37	113	28
37	113	28

39	114	27
38	113	27

38	112	28
37	111	29
37	110	29
36	109	29
35	108	29
34	107	29
33	106	29
32	106	29
31	105	29
30	104	30
30	103	30
30	102	30
29	101	31
29	100	31
28	99	30
28	98	30
27	97	31
26	96	31
26	95	31
25	94	32
25	93	32
24	92	31
24	92	31
24	91	31
23	90	31
22	89	32
21	88	32
20	87	33
19	87	33
18	86	32
17	86	32
16	85	33
15	85	34

40	123	20
41	122	21
42	121	22
42	120	23
42	119	23
42	118	24
41	117	25
41	116	25
40	115	26

40	114	27
41	113	28
42	113	28
43	114	28
44	114	28
45	114	29
46	115	30
47	115	30
48	115	30
49	115	30
50	115	30
51	114	30
52	114	30
53	113	30
54	113	30
55	113	30
56	112	30
57	112	30
58	112	30
59	112	30
60	112	30
61	112	30
62	111	30
63	111	30
64	110	30
65	110	30
66	109	30
67	108	30
68	108	30
69	108	30
70	107	30
71	107	30
72	106	30

30	93	20
31	94	20
31	95	20
31	96	20
31	97	20
30	98	20
29	99	20
29	100	20
30	101	20
30	102	20
31	103	20
31	104	20
31	105	20
32	106	19
33	107	19
33	108	19
33	109	19
34	110	19
34	111	19
34	112	19
34	113	19
34	114	19
35	115	19
36	116	19
37	117	19
38	118	18
38	119	18
38	120	18
39	121	18
40	122	18
41	123	19

41	133	17
41	132	17
41	131	17
41	130	18
41	129	18
41	128	18
41	127	18
41	126	18
41	125	18
40	124	18
40	124	18
40	124	18

72	153	27
72	152	27
72	151	27
71	150	28
71	149	28
71	148	28
71	147	28
71	146	28
71	145	28
71	144	28
71	143	28
71	142	28
71	141	28
71	140	28
72	139	28
72	138	28
72	137	28
72	136	28
72	135	28
72	134	28
73	133	28
73	132	28
74	131	28
74	130	28
75	129	28
75	128	28
75	127	28
75	126	28
75	125	28
76	124	28
76	123	28
76	122	28
75	121	28
75	120	28
75	119	28
75	118	28
75	117	28
75	116	28
75	115	28
75	114	28
76	113	29
76	112	29
75	111	30
75	110	30
75	109	30
75	108	30
74	107	30
73	106	30

74	105	30
73	104	30
73	103	30
73	102	30
73	101	30
72	100	30
72	99	30
72	98	30
71	97	30
70	96	30
70	95	30
69	94	30

19	81	21
19	82	21
19	83	21
20	84	21
20	85	21
20	86	21
21	87	21
22	88	21
22	89	21
23	90	20
24	91	20
25	92	20
26	93	20
27	93	20
28	93	20
29	92	20

29	91	20
30	90	20
30	89	20
29	88	20
29	87	19
29	86	19
29	85	19
30	84	19
31	83	18
32	82	18
32	81	18
32	80	18
32	79	18
33	78	17
33	77	17
33	76	17
33	75	17
33	74	17
33	73	17
33	72	17
33	71	16
33	70	16
33	69	16
33	68	16
33	67	15
33	66	15
33	65	15
33	64	15
33	63	15
32	62	14
32	61	13

18	110	7
18	110	8
18	110	9
18	110	10
19	111	11
20	112	11
20	113	11
21	114	11
21	115	11
22	116	11
23	117	11
24	118	12
25	119	12
25	120	12
25	121	12
26	122	13
27	123	13
28	124	13
29	125	13
29	126	13
29	127	13
30	128	13
30	129	13
31	130	14
32	131	14
33	132	14
33	133	14
34	134	14
35	135	14
36	135	14
37	136	15
38	135	16
39	135	16
40	134	17

48	154	16
47	153	16
46	152	16
46	151	16
46	150	16
45	149	16
45	148	16
44	147	16
44	146	16
44	145	16
44	144	16
43	143	16
43	142	16
43	141	16
42	140	17
42	139	17
42	138	17
42	137	17
42	136	17
41	135	17

35	152	34
36	151	34
37	150	33
38	151	32
39	152	32
40	153	33
40	154	33
41	155	33
42	156	33
43	156	33
44	156	33
45	157	32
46	157	32
46	157	32
47	157	31
48	157	31
49	158	31
50	158	31
51	158	31
52	159	31
53	159	31
54	158	31
55	158	31
56	158	30
57	158	30
58	157	30
59	157	30
60	157	30
61	157	30
62	157	30
63	156	29
64	156	29
65	155	29
66	154	28
67	154	28
68	154	28
69	153	27
70	153	27
71	154	27

72	155	26
73	156	26
73	157	26
73	158	26
73	159	26
74	160	25
74	161	25
74	162	25
74	163	24
74	164	24
74	165	24
74	166	24
74	167	24
74	168	24
75	169	23
75	170	23
75	171	23
75	172	22
75	173	22
75	174	22
74	175	21
74	176	21
74	177	21
74	178	21
74	179	20
74	180	20
74	181	20
74	182	20
74	183	20

68	95	30
67	96	30
66	96	30
65	96	30
64	97	30
64	97	30
63	97	30
62	97	30
61	97	30
60	97	30
59	97	30
58	97	30
57	98	30
56	99	30
55	100	30
54	101	30
53	101	30
52	101	30
51	101	30
50	100	30
49	100	30
48	99	30

69	93	31
68	92	31
68	91	31
68	90	31
67	89	31
66	88	31
66	87	31
66	86	31
65	85	31
65	84	31
64	83	31
63	82	31
62	81	32
62	80	32
61	79	31
61	78	31
60	77	32
60	76	32
59	75	31
59	74	31
58	73	31
58	72	31
58	71	31
58	70	31
57	69	31
57	68	31
57	67	30
57	66	29
57	65	29
56	64	30
55	63	30
55	62	30
55	61	29
54	60	28
54	60	27
54	60	26
55	60	25
56	60	25
57	59	25

0	0	16
1	1	17
1	2	17
2	3	18
3	3	18
4	3	18
4	4	18
4	5	18
5	6	19
5	7	19
5	8	19
5	9	19
6	10	20
6	11	20
6	12	20
6	13	20
6	14	20
6	15	20
7	16	20
7	17	20
7	18	20
7	19	20
7	19	20
7	20	20
8	21	20
9	22	21
10	23	21
11	24	21
11	25	21
11	26	21
11	27	21
11	28	21
11	29	21
11	30	21
11	31	21
11	32	21
11	33	21
12	34	21
13	35	21
13	36	21
13	37	21
14	38	21
